CustomerID,TotalSpent,TotalQuantity,TotalTransactions,AveragePrice,Cluster,CustomerType
13936,376.58,330,1,1.5419230769230767,1,Low Value Customer
13937,158.85,123,1,1.6944444444444444,1,Low Value Customer
13938,71.66,70,1,1.012857142857143,1,Low Value Customer
13939,568.55,847,3,1.1835555555555555,1,Low Value Customer
13940,839.14,516,4,3.121428571428571,1,Low Value Customer
13941,5112.96,2364,5,3.8584444444444443,3,High Value Customer
13946,561.5699999999999,443,3,1.679090909090909,1,Low Value Customer
13947,90.6,44,1,2.93,1,Low Value Customer
13948,102.0,40,1,3.9499999999999997,1,Low Value Customer
13949,2427.32,2474,6,1.456625,3,High Value Customer
13950,745.06,323,4,4.589714285714285,2,Regular Customer
13951,674.45,459,3,3.4892307692307694,1,Low Value Customer
13952,3251.071,1431,2,3.9832919708029197,3,High Value Customer
13953,3515.68,2724,7,2.293,3,High Value Customer
13954,439.92,150,2,5.4508,2,Regular Customer
13955,322.96,154,2,3.016060606060606,1,Low Value Customer
13956,1026.42,491,5,3.4226973684210527,1,Low Value Customer
13959,598.2,357,3,2.2039130434782606,1,Low Value Customer
13960,230.22,142,2,2.105,1,Low Value Customer
13962,169.55,87,2,7.019090909090909,2,Regular Customer
13963,664.54,460,4,3.2680000000000002,1,Low Value Customer
13967,80.7,42,1,3.6,1,Low Value Customer
13969,9053.94,4542,18,2.954297124600639,0,Premium Customer
13971,2758.26,1844,8,2.225167785234899,3,High Value Customer
13972,190.25,187,2,2.546,1,Low Value Customer
13973,264.7,109,1,3.7563636363636363,1,Low Value Customer
13974,413.59000000000003,249,1,2.1967857142857143,1,Low Value Customer
13975,2526.28,1732,6,2.1954142011834317,3,High Value Customer
13976,357.98,154,1,3.568,1,Low Value Customer
13978,196.79000000000002,315,2,1.2106666666666668,1,Low Value Customer
13979,869.87,639,1,1.8322222222222222,1,Low Value Customer
13980,200.14,172,1,3.9145454545454546,1,Low Value Customer
13982,1871.81,1136,4,2.232072072072072,1,Low Value Customer
13983,2603.43,1183,12,6.329999999999999,3,High Value Customer
13984,920.51,679,5,2.10875,1,Low Value Customer
13985,7060.13,3445,15,2.384498567335244,0,Premium Customer
13986,320.46,430,1,1.8615384615384616,1,Low Value Customer
13988,4147.96,3044,6,2.99974358974359,3,High Value Customer
13989,1266.08,1313,2,2.6253658536585367,1,Low Value Customer
13990,311.3,190,1,2.66,1,Low Value Customer
13991,855.97,998,6,1.4925000000000002,1,Low Value Customer
13992,76.8,64,1,1.17,1,Low Value Customer
13993,3466.36,900,9,5.586942148760331,3,High Value Customer
13994,2313.14,940,6,3.8118064516129033,3,High Value Customer
13995,1393.69,879,5,2.227558139534884,1,Low Value Customer
13999,3901.81,2243,12,2.274903846153846,3,High Value Customer
14000,635.66,710,1,1.9493333333333334,1,Low Value Customer
14001,2043.0800000000002,962,3,3.536153846153846,1,Low Value Customer
14002,529.73,877,2,2.411489361702128,1,Low Value Customer
14004,4582.64,2668,7,2.8440350877192984,3,High Value Customer
14005,2874.72,2478,5,2.205238095238095,3,High Value Customer
14006,962.19,641,3,2.3706666666666667,1,Low Value Customer
14009,695.61,365,2,2.822142857142857,1,Low Value Customer
14012,328.8,160,1,2.8318181818181816,1,Low Value Customer
14013,473.02,462,3,1.3817647058823528,1,Low Value Customer
14014,505.18,1076,1,0.5679487179487179,1,Low Value Customer
14015,917.34,378,1,3.107,1,Low Value Customer
14016,4341.21,2125,4,3.9495652173913043,3,High Value Customer
14019,1421.61,1037,3,2.4148484848484846,1,Low Value Customer
14020,642.8,441,2,2.848974358974359,1,Low Value Customer
14021,631.9,192,3,4.502272727272727,2,Regular Customer
14022,440.0,487,1,1.2953571428571429,1,Low Value Customer
14023,584.07,345,2,2.870967741935484,1,Low Value Customer
14024,327.7,150,2,3.70125,1,Low Value Customer
14027,104.82,62,1,2.143333333333333,1,Low Value Customer
14029,467.66,198,2,4.366,2,Regular Customer
14030,2360.09,1479,8,4.054444444444445,3,High Value Customer
14031,17286.86,5788,19,4.32708,0,Premium Customer
14032,2975.59,2032,11,2.38993006993007,3,High Value Customer
14034,651.8199999999999,423,3,2.354494382022472,1,Low Value Customer
14035,1428.02,739,5,2.81030303030303,1,Low Value Customer
14036,626.65,268,1,4.371842105263158,2,Regular Customer
14037,147.20000000000002,46,2,3.460714285714286,1,Low Value Customer
14038,1560.38,965,3,1.917717391304348,1,Low Value Customer
14039,152.2,92,1,2.033333333333333,1,Low Value Customer
14040,3614.92,1554,12,3.8171063829787233,3,High Value Customer
14041,141.41,94,1,1.870952380952381,1,Low Value Customer
14044,652.82,308,4,2.5656937799043065,1,Low Value Customer
14045,1659.75,535,4,4.233333333333333,1,Low Value Customer
14046,154.99,460,1,0.5407142857142857,1,Low Value Customer
14047,1308.6100000000001,381,5,4.8353125,2,Regular Customer
14048,409.93,288,1,2.1890588235294115,1,Low Value Customer
14049,5681.72,3870,4,2.570655737704918,3,High Value Customer
14050,746.36,689,2,1.5387037037037037,1,Low Value Customer
14051,15610.390000000001,3756,23,4.660714285714286,0,Premium Customer
14052,225.36,89,1,2.882142857142857,1,Low Value Customer
14053,260.25,215,2,1.3775,1,Low Value Customer
14054,92.46,62,1,1.5133333333333334,1,Low Value Customer
14055,725.6400000000001,216,1,4.453,2,Regular Customer
14056,8214.65,4273,23,2.8268083182640145,0,Premium Customer
14057,6217.96,4876,17,1.9360211267605636,0,Premium Customer
14059,183.6,128,1,2.3125,1,Low Value Customer
14060,6140.42,5386,19,1.4406930693069306,0,Premium Customer
14062,10464.85,5593,12,2.8256756756756753,0,Premium Customer
14064,1353.74,1788,5,1.58,3,High Value Customer
14066,152.55,45,1,4.364285714285715,2,Regular Customer
14067,374.7,361,2,2.8625,1,Low Value Customer
14068,265.85,73,1,4.091666666666667,1,Low Value Customer
14071,1438.82,995,8,2.4038271604938273,3,High Value Customer
14073,151.04,130,1,2.1415384615384614,1,Low Value Customer
14075,942.26,754,3,1.8132558139534884,1,Low Value Customer
14076,122.47,81,1,2.009130434782609,1,Low Value Customer
14077,499.41999999999996,268,5,2.665952380952381,1,Low Value Customer
14078,1049.37,310,6,2.6804615384615382,1,Low Value Customer
14079,375.1,301,1,3.2733333333333334,1,Low Value Customer
14080,45.599999999999994,48,1,0.95,1,Low Value Customer
14081,934.52,596,2,3.0334640522875818,1,Low Value Customer
14082,182.25,110,1,2.587586206896552,1,Low Value Customer
14083,1018.43,732,9,2.806243093922652,3,High Value Customer
14085,4448.54,3184,18,2.401177777777778,0,Premium Customer
14087,194.42,251,1,1.4207246376811595,1,Low Value Customer
14089,161.0,134,1,2.207142857142857,1,Low Value Customer
14090,76.32000000000001,72,1,1.06,1,Low Value Customer
14092,4076.91,2066,14,2.7328971962616824,3,High Value Customer
14093,442.85,406,1,1.4897142857142855,1,Low Value Customer
14098,147.35,104,1,1.7047619047619047,1,Low Value Customer
14099,3104.17,2179,11,2.59356,3,High Value Customer
14100,194.9,64,1,3.388461538461539,1,Low Value Customer
14101,5976.79,6942,6,1.73,0,Premium Customer
14102,1360.28,961,5,2.0744303797468353,1,Low Value Customer
14104,216.20999999999998,72,2,7.933809523809523,2,Regular Customer
14105,1266.23,800,1,2.9174324324324328,1,Low Value Customer
14107,2703.23,1793,7,2.6591056910569106,3,High Value Customer
14108,597.91,381,2,3.093235294117647,1,Low Value Customer
14109,144.2,88,1,2.466666666666667,1,Low Value Customer
14110,5683.15,2445,12,2.3614193548387097,3,High Value Customer
14111,692.85,458,4,3.6799999999999997,1,Low Value Customer
14112,2915.15,1651,7,2.5103125,3,High Value Customer
14113,1840.42,745,4,2.481176470588235,1,Low Value Customer
14114,386.53,101,2,6.312666666666667,2,Regular Customer
14116,1382.74,707,5,3.251666666666667,1,Low Value Customer
14117,90.0,72,1,1.25,1,Low Value Customer
14121,2780.15,2082,4,2.2942138364779874,3,High Value Customer
14124,419.58000000000004,1618,1,0.358,1,Low Value Customer
14125,2740.43,1640,3,3.1613173652694613,3,High Value Customer
14126,706.1300000000001,508,3,4.040666666666667,1,Low Value Customer
14127,709.71,321,3,3.9595454545454545,1,Low Value Customer
14128,637.5,564,2,1.895,1,Low Value Customer
14129,1123.8600000000001,592,5,2.734423076923077,1,Low Value Customer
14130,483.86,258,1,2.865373134328358,1,Low Value Customer
14132,3586.0299999999997,3368,11,1.71775,3,High Value Customer
14133,605.64,348,3,3.7950000000000004,1,Low Value Customer
14135,4690.31,3850,15,2.472462686567164,0,Premium Customer
14138,982.3800000000001,610,2,2.3117021276595744,1,Low Value Customer
14139,415.82,510,1,1.4576923076923076,1,Low Value Customer
14140,935.05,811,2,1.823939393939394,1,Low Value Customer
14141,915.13,355,4,3.5195,1,Low Value Customer
14142,311.81,313,1,1.7704545454545455,1,Low Value Customer
14143,115.8,30,1,5.485714285714286,2,Regular Customer
14145,3742.2,756,4,4.95,3,High Value Customer
14146,4191.0,2437,5,2.6339047619047617,3,High Value Customer
14147,483.4,108,2,4.55,2,Regular Customer
14148,157.2,16,1,7.55,2,Regular Customer
14149,446.62,218,1,2.9699999999999998,1,Low Value Customer
14150,658.64,496,2,1.6823076923076923,1,Low Value Customer
14152,621.29,711,2,1.143469387755102,1,Low Value Customer
14154,1345.62,465,2,7.893076923076923,2,Regular Customer
14155,118.75,25,1,5.45,2,Regular Customer
14157,432.88,284,2,2.1975000000000002,1,Low Value Customer
14158,507.66,781,1,1.5365853658536586,1,Low Value Customer
14159,4693.01,4408,11,1.4932392026578072,0,Premium Customer
14161,1110.52,455,3,3.1771296296296296,1,Low Value Customer
14162,289.36,142,2,3.8892,1,Low Value Customer
14163,2445.91,893,4,4.738076923076923,2,Regular Customer
14164,1631.77,1033,2,1.5541379310344827,1,Low Value Customer
14165,122.53999999999999,54,1,3.2376,1,Low Value Customer
14167,574.84,150,4,4.298461538461539,2,Regular Customer
14171,363.79,167,1,2.8863793103448274,1,Low Value Customer
14173,450.84,150,4,4.376896551724138,2,Regular Customer
14174,134.46,94,1,1.9373076923076922,1,Low Value Customer
14175,3222.3,1515,3,3.7063758389261743,3,High Value Customer
14176,576.9000000000001,209,4,3.574193548387097,1,Low Value Customer
14177,559.41,205,4,4.346666666666667,2,Regular Customer
14178,1620.93,1505,7,1.7031192660550458,3,High Value Customer
14179,719.78,330,2,2.813575757575758,1,Low Value Customer
14180,4748.52,719,25,9.311208333333333,3,High Value Customer
14184,452.89,127,1,5.418333333333333,2,Regular Customer
14188,2054.36,1162,6,1.975076923076923,3,High Value Customer
14189,4654.08,3937,15,2.158,0,Premium Customer
14191,4684.76,3662,13,1.9932818532818533,0,Premium Customer
14193,853.39,445,2,2.724047619047619,1,Low Value Customer
14194,11349.52,5840,21,3.387288428324698,0,Premium Customer
14195,1012.0,760,2,5.992857142857143,2,Regular Customer
14196,335.52,142,1,3.265,1,Low Value Customer
14198,701.4,290,4,4.7356410256410255,2,Regular Customer
14199,185.39999999999998,28,1,5.8999999999999995,2,Regular Customer
14201,747.44,590,7,2.545945945945946,1,Low Value Customer
14204,161.03,82,1,2.4050000000000002,1,Low Value Customer
14205,466.7,204,2,4.167916666666667,1,Low Value Customer
14206,328.15999999999997,276,1,1.797,1,Low Value Customer
14208,151.74,114,1,3.5269999999999997,1,Low Value Customer
14209,2073.43,691,6,5.291494252873563,2,Regular Customer
14210,1905.8400000000001,760,6,3.816372549019608,3,High Value Customer
14211,2241.1,1242,9,2.7716964285714285,3,High Value Customer
14212,1070.48,1152,1,1.2522222222222221,1,Low Value Customer
14214,1004.38,751,5,2.3407462686567166,1,Low Value Customer
14215,1789.72,1358,6,2.221111111111111,3,High Value Customer
14216,1839.3,594,4,4.716271186440678,2,Regular Customer
14217,2004.98,689,17,5.4955,3,High Value Customer
14218,169.48000000000002,160,1,1.4400000000000002,1,Low Value Customer
14219,89.94,78,1,2.2885714285714287,1,Low Value Customer
14220,632.4,272,2,3.3961904761904766,1,Low Value Customer
14221,3432.8,2191,9,3.2711398963730574,3,High Value Customer
14222,683.17,607,1,1.706829268292683,1,Low Value Customer
14223,991.13,585,3,3.8998333333333335,1,Low Value Customer
14224,1050.12,514,4,3.8577966101694914,1,Low Value Customer
14226,2232.19,1308,5,2.8997014925373135,3,High Value Customer
14227,3350.96,1820,10,2.8489714285714287,3,High Value Customer
14229,1547.2,610,3,3.22,1,Low Value Customer
14231,925.71,409,3,3.6696000000000004,1,Low Value Customer
14232,2048.07,1941,5,1.8238260869565217,3,High Value Customer
14233,1462.72,680,4,2.7905714285714285,1,Low Value Customer
14234,775.46,963,4,1.591069182389937,1,Low Value Customer
14235,3144.86,1959,5,2.017974683544304,3,High Value Customer
14236,490.86,310,2,2.0653333333333332,1,Low Value Customer
14237,161.0,38,1,7.122222222222222,2,Regular Customer
14238,146.85,111,1,2.2874999999999996,1,Low Value Customer
14239,2380.85,993,11,3.6066964285714285,3,High Value Customer
14240,890.34,418,2,3.439761904761905,1,Low Value Customer
14241,213.70000000000002,146,1,1.955,1,Low Value Customer
14242,280.55,123,2,3.720625,1,Low Value Customer
14243,2588.77,1221,10,3.9612765957446805,3,High Value Customer
14245,1693.45,976,2,3.1289814814814814,1,Low Value Customer
14246,1474.06,804,3,2.9734666666666665,1,Low Value Customer
14247,136.76999999999998,47,1,3.912,1,Low Value Customer
14248,302.58,102,1,3.0525,1,Low Value Customer
14250,1904.05,1200,3,2.487207207207207,1,Low Value Customer
14251,2879.7000000000003,1674,5,2.0692307692307694,3,High Value Customer
14256,969.0600000000001,414,2,4.05188679245283,1,Low Value Customer
14257,3099.7200000000003,1682,5,2.838867924528302,3,High Value Customer
14258,12669.98,7100,9,3.8380180180180177,0,Premium Customer
14259,120.0,68,1,2.83,1,Low Value Customer
14261,1163.45,406,2,5.064038461538461,2,Regular Customer
14262,2618.23,1645,8,2.090699300699301,3,High Value Customer
14264,333.97,70,2,6.62,2,Regular Customer
14265,530.18,330,2,5.862903225806452,2,Regular Customer
14267,1516.24,530,3,4.3910909090909085,2,Regular Customer
14270,492.65000000000003,197,1,4.570689655172414,2,Regular Customer
14271,112.32,88,1,2.491,1,Low Value Customer
14272,437.96,599,2,2.2675757575757576,1,Low Value Customer
14273,559.97,264,4,2.4848275862068965,1,Low Value Customer
14276,1119.74,744,3,2.2271875,1,Low Value Customer
14277,4216.2,1984,3,3.8665777777777777,3,High Value Customer
14280,134.04,52,1,4.73375,2,Regular Customer
14282,3729.34,2668,15,1.600320512820513,3,High Value Customer
14284,595.25,161,2,4.821875,2,Regular Customer
14285,1910.01,541,4,4.82037037037037,2,Regular Customer
14286,4628.75,4338,3,1.5431785714285713,3,High Value Customer
14287,176.63,261,3,1.913333333333333,1,Low Value Customer
14288,426.6,188,1,3.00625,1,Low Value Customer
14289,911.26,292,6,5.346382978723404,2,Regular Customer
14290,2314.65,915,5,3.6530693069306936,3,High Value Customer
14291,3883.25,2749,11,2.5928691983122363,3,High Value Customer
14292,4871.93,1663,9,3.346,3,High Value Customer
14293,1046.56,709,4,2.206393442622951,1,Low Value Customer
14295,166.20000000000002,84,1,1.9300000000000002,1,Low Value Customer
14297,1305.33,865,4,2.3419354838709676,1,Low Value Customer
14299,3965.62,2149,9,3.091818181818182,3,High Value Customer
14300,43.2,32,1,1.383333333333333,1,Low Value Customer
14301,640.14,606,1,1.3523076923076922,1,Low Value Customer
14304,383.45,139,1,4.885294117647058,2,Regular Customer
14305,1858.96,1089,3,2.3532380952380954,1,Low Value Customer
14306,2093.32,1075,2,4.135151515151516,1,Low Value Customer
14307,2995.72,2058,6,2.4864444444444445,3,High Value Customer
14309,2352.53,1633,9,2.456153846153846,3,High Value Customer
14311,310.26,146,1,5.084,2,Regular Customer
14312,1611.59,1012,6,3.5480459770114945,3,High Value Customer
14314,120.0,296,1,0.66625,1,Low Value Customer
14315,2481.13,1021,6,3.71,3,High Value Customer
14317,508.58000000000004,255,1,3.0975,1,Low Value Customer
14320,477.79,325,2,1.957741935483871,1,Low Value Customer
14321,1530.75,2406,5,1.41869918699187,3,High Value Customer
14323,605.0600000000001,350,2,2.996388888888889,1,Low Value Customer
14326,183.85,103,1,2.8000000000000003,1,Low Value Customer
14327,311.65,139,1,2.5875,1,Low Value Customer
14329,5014.84,3095,7,2.8467181467181466,3,High Value Customer
14331,462.65999999999997,252,2,3.019285714285714,1,Low Value Customer
14332,866.31,481,3,2.1165384615384615,1,Low Value Customer
14333,415.2,58,1,8.063333333333334,2,Regular Customer
14334,2552.21,1731,8,3.291543209876543,3,High Value Customer
14335,468.26,379,2,2.2895238095238097,1,Low Value Customer
14336,1614.91,1759,4,1.6151111111111112,3,High Value Customer
14338,588.22,335,2,3.6470967741935483,1,Low Value Customer
14339,309.52,168,1,2.032857142857143,1,Low Value Customer
14340,134.7,58,1,2.9333333333333336,1,Low Value Customer
14341,2182.28,1403,8,2.553875968992248,3,High Value Customer
14342,668.5600000000001,347,4,2.8904761904761904,1,Low Value Customer
14344,889.9300000000001,477,8,4.225633802816901,3,High Value Customer
14345,108.97999999999999,50,1,3.49,1,Low Value Customer
14346,1021.58,605,2,4.602333333333333,2,Regular Customer
14348,409.57,183,1,2.962222222222222,1,Low Value Customer
14349,133.5,86,1,2.3193548387096774,1,Low Value Customer
14350,282.93,183,1,2.2866666666666666,1,Low Value Customer
14351,51.0,12,1,4.25,1,Low Value Customer
14352,1078.96,538,4,3.8659574468085105,1,Low Value Customer
14353,90.6,64,1,1.3666666666666665,1,Low Value Customer
14354,163.62,210,2,1.2377777777777779,1,Low Value Customer
14355,174.4,92,1,2.85,1,Low Value Customer
14356,701.23,277,2,3.9027272727272724,1,Low Value Customer
14357,225.77,148,1,1.9502439024390246,1,Low Value Customer
14359,912.18,371,3,3.922727272727273,1,Low Value Customer
14360,2128.23,1151,4,3.1004237288135594,3,High Value Customer
14362,161.2,100,1,2.3285365853658537,1,Low Value Customer
14364,3717.35,1967,8,3.0260869565217394,3,High Value Customer
14367,9261.52,4438,16,3.1757251908396946,0,Premium Customer
14368,155.0,36,1,6.125,2,Regular Customer
14371,100.5,34,1,3.775,1,Low Value Customer
14373,76.55,17,1,11.625,2,Regular Customer
14375,257.68,194,1,1.8789333333333331,1,Low Value Customer
14377,617.05,219,2,9.15,2,Regular Customer
14379,348.1,292,2,2.1617391304347824,1,Low Value Customer
14381,202.68,146,1,1.627857142857143,1,Low Value Customer
14382,626.0699999999999,1237,1,1.6106870229007633,1,Low Value Customer
14383,1247.69,817,3,3.32593220338983,1,Low Value Customer
14385,202.11,159,3,1.6164285714285715,1,Low Value Customer
14386,142.4,54,1,3.885714285714286,1,Low Value Customer
14387,1770.56,819,3,3.382142857142857,1,Low Value Customer
14388,3212.84,1941,8,2.7180645161290324,3,High Value Customer
14389,1043.46,729,2,2.1333333333333333,1,Low Value Customer
14390,4652.82,2136,9,3.07986013986014,3,High Value Customer
14393,67.95,13,1,5.390000000000001,2,Regular Customer
14395,3507.71,1693,9,2.787057142857143,3,High Value Customer
14396,487.99,225,2,2.626849315068493,1,Low Value Customer
14397,2612.96,1890,19,2.0789655172413792,3,High Value Customer
14400,574.7,454,1,1.7368000000000001,1,Low Value Customer
14401,4051.48,4507,13,1.3996153846153845,0,Premium Customer
14403,1475.81,519,4,6.2535,2,Regular Customer
14404,1474.32,839,6,3.066116504854369,3,High Value Customer
14406,156.75,77,1,3.795,1,Low Value Customer
14407,2157.73,1415,6,3.5512328767123287,3,High Value Customer
14408,2606.53,1616,7,1.8925233644859814,3,High Value Customer
14409,2059.4500000000003,1230,6,2.8044444444444445,3,High Value Customer
14410,1105.07,571,9,2.3759067357512955,3,High Value Customer
14411,1063.0,196,1,8.175,2,Regular Customer
14412,770.03,786,2,2.304418604651163,1,Low Value Customer
14413,122.7,68,1,2.8065217391304347,1,Low Value Customer
14414,1496.98,2512,7,0.9145360824742267,3,High Value Customer
14415,5900.28,3011,13,2.9509661016949154,0,Premium Customer
14416,490.22,326,2,1.6685714285714286,1,Low Value Customer
14418,1937.25,1711,3,2.1406451612903226,3,High Value Customer
14419,1058.06,487,6,2.5041747572815534,1,Low Value Customer
14420,387.52,334,1,1.5313793103448274,1,Low Value Customer
14421,813.11,365,2,2.6351851851851853,1,Low Value Customer
14422,4263.64,2906,6,2.810225225225225,3,High Value Customer
14423,265.2,120,1,1.9833333333333332,1,Low Value Customer
14424,322.08,48,1,6.71,2,Regular Customer
14426,4481.67,2699,10,3.2663392857142854,3,High Value Customer
14427,363.34000000000003,228,2,1.9870588235294118,1,Low Value Customer
14428,1244.83,436,5,4.181319444444444,1,Low Value Customer
14431,470.36,130,1,4.69,2,Regular Customer
14432,2255.51,2070,6,1.4508115183246075,3,High Value Customer
14434,1372.8,368,6,4.451666666666667,2,Regular Customer
14436,89.06,129,1,2.1177777777777775,1,Low Value Customer
14437,63.0,60,1,1.05,1,Low Value Customer
14438,131.9,82,1,1.5944444444444443,1,Low Value Customer
14439,2661.24,526,1,6.4809375,2,Regular Customer
14440,2357.6800000000003,588,5,4.7023636363636365,2,Regular Customer
14441,1712.89,446,4,5.544117647058823,2,Regular Customer
14442,1589.82,482,2,6.323492063492063,2,Regular Customer
14443,1420.2,938,4,2.5386021505376344,1,Low Value Customer
14446,1039.58,933,4,1.8383276450511945,1,Low Value Customer
14447,1163.23,571,5,2.576571428571429,1,Low Value Customer
14448,375.35,104,2,2.7175000000000002,1,Low Value Customer
14449,907.1,757,4,1.6575968992248062,1,Low Value Customer
14450,483.25,241,3,2.7905,1,Low Value Customer
14451,662.59,389,2,1.9695412844036697,1,Low Value Customer
14452,264.44,119,2,3.127741935483871,1,Low Value Customer
14453,119.93,49,1,3.777272727272727,1,Low Value Customer
14456,3062.4,2908,9,1.7757628865979382,3,High Value Customer
14457,113.64,88,1,1.2550000000000001,1,Low Value Customer
14459,1837.92,760,1,3.4364864864864866,1,Low Value Customer
14460,434.34,881,3,0.6643749999999999,1,Low Value Customer
14461,2103.06,766,3,3.721833333333333,1,Low Value Customer
14462,2004.02,964,11,2.8845416666666663,3,High Value Customer
14463,529.62,179,3,5.976666666666667,2,Regular Customer
14465,1058.6200000000001,405,3,2.8282307692307693,1,Low Value Customer
14466,2272.4,1006,7,3.7937499999999997,3,High Value Customer
14467,598.76,278,4,2.7585555555555556,1,Low Value Customer
14470,461.19,193,2,4.8388372093023255,2,Regular Customer
14472,1936.84,1160,8,2.7660142348754446,3,High Value Customer
14473,234.34000000000003,88,2,4.107142857142857,1,Low Value Customer
14474,547.66,140,1,6.527931034482759,2,Regular Customer
14475,925.85,447,3,3.125238095238095,1,Low Value Customer
14476,215.7,132,1,3.2710526315789474,1,Low Value Customer
14477,1309.6,720,4,1.8920000000000001,1,Low Value Customer
14479,316.25,117,2,4.016666666666667,1,Low Value Customer
14480,279.05,143,1,3.0015384615384617,1,Low Value Customer
14481,636.51,489,2,1.994,1,Low Value Customer
14482,2068.15,1646,6,2.442361111111111,3,High Value Customer
14483,137.1,97,1,1.8522222222222224,1,Low Value Customer
14484,321.92,210,1,2.0957142857142856,1,Low Value Customer
14485,165.75,71,1,2.682978723404255,1,Low Value Customer
14487,1196.33,735,6,2.496111111111111,1,Low Value Customer
14488,1064.28,799,1,2.131304347826087,1,Low Value Customer
14489,463.38,299,1,1.7770000000000001,1,Low Value Customer
14491,340.93,139,2,4.54235294117647,2,Regular Customer
14493,2383.2400000000002,1285,5,3.024583333333333,3,High Value Customer
14494,139.56,92,1,1.6614285714285713,1,Low Value Customer
14495,123.8,62,2,2.0083333333333333,1,Low Value Customer
14496,538.8100000000001,159,2,5.65421052631579,2,Regular Customer
14497,475.37,235,1,4.478620689655172,2,Regular Customer
14498,1957.32,1098,5,2.807720207253886,3,High Value Customer
14499,815.32,501,3,1.9600515463917525,1,Low Value Customer
14500,356.85,117,3,6.214285714285714,2,Regular Customer
14501,251.21,161,2,2.175,1,Low Value Customer
14502,2470.67,1498,11,2.378974358974359,3,High Value Customer
14503,3543.26,2004,6,2.6662195121951218,3,High Value Customer
14504,673.26,308,4,3.4827102803738317,1,Low Value Customer
14505,5905.64,2759,8,2.888247809762203,3,High Value Customer
14506,2012.17,730,5,3.365221518987342,1,Low Value Customer
14507,1383.18,600,6,3.1722916666666667,1,Low Value Customer
14508,276.42,131,2,3.432280701754386,1,Low Value Customer
14511,1314.81,784,5,2.501764705882353,1,Low Value Customer
14512,275.28,122,2,4.611739130434782,2,Regular Customer
14513,455.59000000000003,361,3,2.4391666666666665,1,Low Value Customer
14514,1055.35,589,3,3.2264383561643837,1,Low Value Customer
14515,2102.09,1134,6,2.7978217821782176,3,High Value Customer
14517,330.45,91,2,5.333333333333333,2,Regular Customer
14518,174.37,278,1,2.699375,1,Low Value Customer
14520,270.6,146,2,3.2075,1,Low Value Customer
14522,974.54,525,4,2.531764705882353,1,Low Value Customer
14523,241.09,251,1,2.72,1,Low Value Customer
14524,1867.68,676,9,4.042660098522167,3,High Value Customer
14525,4332.2,2696,9,3.239209621993127,3,High Value Customer
14528,364.21999999999997,278,1,1.973888888888889,1,Low Value Customer
14529,620.04,348,3,1.9686026200873363,1,Low Value Customer
14530,2925.91,1410,6,4.156435185185185,3,High Value Customer
14532,932.85,284,4,5.6234375000000005,2,Regular Customer
14533,1949.72,4019,7,1.4325806451612904,3,High Value Customer
14534,4447.05,2047,18,3.3136030828516376,3,High Value Customer
14535,2864.19,1831,3,2.5123333333333333,3,High Value Customer
14536,171.8,40,1,4.8315789473684205,2,Regular Customer
14537,355.56,120,1,2.963,1,Low Value Customer
14538,388.25,155,2,3.318947368421053,1,Low Value Customer
14539,537.48,428,2,2.0790625,1,Low Value Customer
14540,996.26,421,3,3.8622368421052626,1,Low Value Customer
14541,1461.65,647,8,2.464054054054054,3,High Value Customer
14542,103.25,19,1,5.41,2,Regular Customer
14543,3630.33,679,16,6.137222222222222,3,High Value Customer
14544,2024.45,1543,2,2.4168421052631577,1,Low Value Customer
14546,2578.09,1317,5,2.679122807017544,3,High Value Customer
14547,4007.54,2668,8,2.8737704918032785,3,High Value Customer
14548,652.8,256,2,2.55,1,Low Value Customer
14549,289.24,136,1,3.2125,1,Low Value Customer
14550,765.62,394,2,2.184375,1,Low Value Customer
14551,186.23,106,2,4.702,2,Regular Customer
14552,165.07,91,1,1.8751724137931036,1,Low Value Customer
14553,859.27,493,5,3.723628318584071,1,Low Value Customer
14554,2381.04,1478,4,2.756851851851852,3,High Value Customer
14555,324.14,130,2,3.0109523809523813,1,Low Value Customer
14557,788.38,510,1,1.59,1,Low Value Customer
14560,2237.77,1260,22,4.907027027027027,3,High Value Customer
14561,1080.76,1014,3,1.9856521739130433,1,Low Value Customer
14562,5074.77,1834,18,3.4981560283687942,3,High Value Customer
14565,3099.12,1540,4,3.911732283464567,3,High Value Customer
14566,1432.0,800,1,1.79,1,Low Value Customer
14567,1530.3600000000001,412,2,3.7118181818181815,1,Low Value Customer
14569,227.39,79,1,3.92,1,Low Value Customer
14570,218.06,95,2,3.372068965517242,1,Low Value Customer
14572,2832.84,1428,7,2.987888888888889,3,High Value Customer
14573,1653.42,544,9,4.4331489361702126,3,High Value Customer
14576,35.400000000000006,12,1,2.95,1,Low Value Customer
14577,859.71,353,4,2.643333333333333,1,Low Value Customer
14578,168.63,240,1,2.45125,1,Low Value Customer
14581,138.6,217,1,1.5829411764705883,1,Low Value Customer
14582,114.11,73,1,3.39,1,Low Value Customer
14583,1052.55,792,5,1.9964545454545455,1,Low Value Customer
14584,1042.26,383,4,3.5141000000000004,1,Low Value Customer
14585,157.05,91,1,1.9896551724137932,1,Low Value Customer
14586,237.36,444,1,0.6984210526315789,1,Low Value Customer
14587,1601.14,761,9,2.3890339425587466,3,High Value Customer
14589,39.75,5,1,7.95,2,Regular Customer
14591,1447.14,1297,4,2.8107106598984775,1,Low Value Customer
14592,570.46,415,3,2.0446341463414632,1,Low Value Customer
